API,Tfu,Tfob,Tfb,Tfc,Klr,Kl,Kll,Klz,Kfh
4903725061,2022.8,3546.7,,3894.4,5390.4,5390.4,6090.4,6852.9,7571.0
4903725097,3997.7,5132.2,,5832.9,6987.8,6987.8,7387.1,7898.5,8601.2
4903725099,,2424.2,,3236.1,5309.2,5309.2,6087.1,7727.9,9060.6
4903725116,1030.2,2191.2,,2775.7,4489.5,4489.5,5256.0,5962.0,6984.2
4903725124,1106.1,2457.3,,3266.9,5353.4,5353.4,6089.0,8006.2,9014.5
4903725138,,2230.6,,2662.4,4243.6,4243.6,4898.7,5486.0,6819.6
4903725161,6041.6,7151.1,,7210.4,8138.1,8138.1,8720.6,9284.1,9961.9
4903725162,5753.7,7127.4,,7366.5,8260.6,8260.6,8706.0,9432.0,10015.5
4903725172,672.8,2209.5,,2774.8,4379.7,4379.7,5028.9,5878.2,7193.0
4903725175,2116.7,4054.7,,4741.3,6942.8,6942.8,,8109.3,10838.3
4903725180,,2303.4,,2872.3,4344.9,4344.9,4882.9,5762.8,6712.0
4903725188,1214.0,2517.2,,3064.9,4743.8,4743.8,5363.7,6210.6,7192.0
4903725200,1673.0,3283.6,,4196.0,,,,,
4903725215,,3381.9,,4119.4,,,,,
4903725220,942.8,2328.7,,2895.6,4398.7,4398.7,5067.9,5600.7,6677.2
4903725232,972.1,1971.1,,2731.3,4507.1,4507.1,5329.4,6177.2,7107.1
4903725233,639.2,2373.4,,2826.2,4354.3,4354.3,4989.1,5646.5,6667.8
4903725237,2026.0,3878.6,,4769.9,6421.7,6421.7,6620.4,7776.4,9908.4
4903725242,1683.6,3300.6,,4059.7,6104.7,6104.7,6802.8,7863.9,9637.2
4903725244,2609.4,3488.1,,4144.6,5570.3,5570.3,6311.2,6942.7,7693.4
4903725258,2136.1,2917.7,,3493.5,4906.4,4906.4,5526.7,6193.3,6942.4
4903725266,5467.9,6817.7,,7243.8,8200.8,8200.8,8591.1,9013.7,9586.7
4903725272,,2252.9,,3166.0,5089.8,5089.8,5878.9,7314.0,8603.2
4903725275,4745.7,5718.6,,6204.1,7208.9,7208.9,7782.8,8601.2,9133.4
4903725279,4829.9,6401.3,,6755.8,7534.4,7534.4,7942.6,8361.7,9174.0
4903725291,998.3,2503.2,,2926.5,4251.2,4251.2,4825.9,5682.8,6543.0
4903725293,1077.0,2286.9,,3154.2,5252.6,5252.6,6028.0,7021.5,8410.8
4903725296,,3143.3,,4129.7,5407.0,5407.0,5449.0,6946.2,8281.6
4903725300,5690.5,7241.9,,7535.6,8545.9,8545.9,9023.0,9282.8,9879.4
4903725310,,2147.8,,3108.9,5123.3,5123.3,5643.8,6839.1,8141.7
4903725330,5220.8,6794.7,,7031.4,7991.7,7991.7,8425.8,9030.3,9578.2
4903725345,,,,,,,,2879.7,3468.7
4903725360,963.3,1783.1,,2589.3,4373.9,4373.9,5215.9,6096.6,7015.7
4903725363,3743.3,4678.5,,5338.1,6713.0,6502.1,7184.3,7778.9,8763.4
4903725379,,,,3167.8,,,,,
4903725380,,2648.7,,3174.2,,,,,
4903725381,,2549.7,,3119.0,,,,,
4903725386,,2839.2,,3764.0,5188.2,5188.2,5307.7,6457.1,8069.6
4903725387,5617.0,7010.4,,7595.1,8826.0,8826.0,9271.9,9674.9,10490.4
4903725397,3890.2,5378.0,,5690.3,6541.4,6541.4,6943.3,7373.1,7985.6
4903725430,,,,,,,,,8081.3
4903725432,1253.1,2655.5,,3563.6,5376.4,5376.4,5907.3,7175.1,8181.8
4903725433,1444.5,3012.8,,3739.3,5710.1,5710.1,6216.7,7634.1,8744.5
4903725444,,,,,,,,,
4903725470,1498.7,3097.0,,3767.1,5895.2,5895.2,6264.5,7606.9,9057.7
4903725498,1710.7,3640.0,,4233.5,6214.0,6214.0,6606.5,7951.7,9797.5
4903725544,,8645.4,,9142.6,10202.4,10202.4,10625.5,11138.4,11871.3
4903725556,5249.2,6651.7,,6888.4,7780.8,7780.8,8442.7,8891.3,9675.6
4903725563,1601.7,2998.2,,3507.1,5087.0,5087.0,5700.6,6309.8,7373.9
4903725568,,,,,,,,2595.8,3162.7
4903725570,,2270.6,,2958.3,4802.2,4802.2,5558.4,6669.2,7744.8
4903725587,1297.7,2784.7,,3510.1,5238.2,5238.2,5644.3,6740.4,8129.3
4903725588,1258.0,3016.2,,3683.7,5501.8,5501.8,6006.9,7454.0,8684.0
4903725589,1338.5,3033.6,,3695.6,5632.6,5632.6,6127.2,7540.4,8676.0
4903725602,168.7,,,1060.9,1861.2,1861.2,2199.1,2505.3,3055.3
4903725634,,2678.0,,2978.2,3838.4,3838.4,4179.2,4560.6,4929.9
4903725636,3188.0,4196.1,,4965.5,6445.8,6445.8,7055.7,7519.9,8377.6
4903725664,3431.5,4481.7,,4950.4,6249.8,6249.8,6840.0,7192.1,8068.9
4903725665,2333.6,3120.7,,3716.0,5137.3,5137.3,5713.0,6456.3,7288.8
4903725672,3287.2,4432.9,,5062.0,6547.2,6547.2,7144.7,7518.1,8398.1
4903725676,2926.0,4260.8,,4757.8,6202.6,6202.6,6660.3,7316.3,8265.1
4903725696,875.8,2046.6,,2880.2,5085.2,5085.2,5945.6,7434.1,8922.2
4903725711,,2334.5,,3198.2,4936.2,4936.2,5472.3,6649.0,7825.3
4903725716,1417.5,2501.1,,2717.2,3728.4,3728.4,4051.0,4503.4,4993.5
4903725717,1966.7,3852.5,,4672.7,6322.3,6322.3,6550.1,7659.4,9799.2
4903725719,1465.9,3228.2,,3838.2,5929.5,5929.5,6694.6,,9895.4
4903725727,1399.7,3151.0,,3810.3,6371.2,6371.2,7208.8,8829.4,10048.8
4903725729,2132.4,4071.7,,4858.3,6447.9,6447.9,6698.1,7946.2,10002.5
4903725731,5388.3,6480.3,,7201.5,8370.6,8370.6,9003.1,9652.5,10378.4
4903725733,3654.8,4875.6,,5482.3,6847.8,6847.8,7304.2,7965.7,8710.5
4903725737,3604.9,4878.7,,5530.8,6761.5,6761.5,7357.2,8010.6,8683.0
4903725748,,,,3382.9,,,,,
4903725769,1124.5,2462.9,,3304.8,5104.6,5104.6,5554.9,7066.6,8106.4
4903725773,1179.0,2529.4,,3408.2,5192.0,5192.0,5709.9,7088.6,8058.6
4903725785,1718.3,3749.6,,4188.8,6223.4,6223.4,,7952.5,10331.0
4903725789,2792.7,3552.6,,4054.6,5176.7,5176.7,5775.1,6469.3,7352.8
4903725795,908.8,2079.5,,2901.1,5072.9,5072.9,5889.9,7186.7,8478.4
4903725797,1082.9,2307.9,,3331.7,5396.0,5396.0,6351.7,7638.6,9075.7
4903725800,3987.1,5020.4,,5699.1,7047.6,7047.6,7547.4,8044.9,8914.4
4903725801,,1949.7,,2773.2,4898.1,4898.1,5731.6,7323.6,8519.8
4903725804,1727.8,3206.7,,4146.7,6212.0,6212.0,,7668.6,10199.3
4903725817,,2959.0,,3648.3,5223.1,5223.1,5635.6,6547.0,8224.9
4903725820,1230.9,2486.9,,3345.4,5924.1,5924.1,6789.4,8271.1,9543.2
4903725821,1575.9,2971.5,,3873.8,5969.8,5969.8,6682.1,7948.8,9615.2
4903725822,811.6,2303.9,,2896.6,4402.6,4402.6,4849.0,5908.0,7144.7
4903725838,4897.4,5938.8,,6694.3,7911.8,7911.8,8572.1,9072.4,9840.1
4903725844,4748.4,5924.9,,6534.8,7764.7,7764.7,8418.3,8917.5,9683.2
4903725858,,906.1,,1769.4,3927.0,3927.0,4568.1,6152.5,7232.7
4903725860,,,,,2773.4,2773.4,3904.9,5235.8,6315.9
4903725874,1891.3,3525.6,,4329.8,6477.2,6477.2,,8441.2,10651.7
4903725895,3473.7,4361.5,,4818.7,5877.9,5877.9,6490.6,7346.9,7844.4
4903725896,4132.8,5013.0,,5561.5,6588.1,6588.1,7203.0,7998.8,8496.0
4903725897,1200.1,2715.5,,3492.9,5209.0,5209.0,5710.3,6790.6,7879.7
4903725900,,2008.5,,2823.1,4574.2,4574.2,5253.9,6293.7,7253.9
4903725902,,2286.8,,2843.3,4598.2,4598.2,5513.5,6147.9,7334.9
4903725909,1902.1,3654.3,,4544.1,6199.7,6199.7,6386.6,7413.9,9297.3
4903725918,5741.3,6982.6,,7641.9,8763.6,8763.6,9453.7,10097.3,10606.7
4903725921,5609.9,6426.9,,6562.7,7381.1,7381.1,7818.9,8409.0,8849.5
4903725926,,,,7720.3,8863.4,8863.4,9212.4,,10400.7
4903725940,1043.5,3033.9,,3838.6,6072.9,6072.9,7034.1,8882.9,10300.6
4903725941,,2696.4,,3578.1,5625.9,5625.9,6460.1,7791.1,9345.0
4903725942,1341.4,2654.5,,3532.6,5635.9,5635.9,6493.9,7748.1,9437.5
4903725945,,2367.8,,2930.3,4356.0,4356.0,,5476.3,7454.4
4903725947,7884.2,8720.3,,9219.4,10262.8,10262.8,10702.1,11148.6,11815.2
4903725952,1951.3,3992.6,,4588.9,6713.4,6713.4,,8843.5,10957.3
4903725970,4975.9,6580.2,,6979.9,8098.6,8098.6,8503.0,8978.7,9654.1
4903725971,1243.0,2772.7,,3575.3,5352.7,5352.7,5927.3,7261.6,8475.4
4903725974,1818.7,3540.6,,4591.3,6299.0,6299.0,6529.9,7567.3,9513.1
4903725975,1654.3,3693.4,,4238.4,6594.8,6594.8,7397.9,9070.6,10770.7
4903725985,2095.8,2937.5,,3407.6,4701.7,4701.7,4837.5,5537.2,6043.4
4903725987,1617.8,3600.3,,4372.5,5987.7,5987.7,6344.7,7422.9,9359.8
4903725993,994.3,2531.4,,3348.5,5400.0,5400.0,6320.6,8319.4,9935.8
4903726024,1792.2,3428.6,,4267.0,6464.1,6464.1,,8290.6,10281.3
4903726104,,,,,,,,,1898.5
4903726115,,1496.6,,2141.5,2761.3,2761.3,2913.7,3574.1,4916.9
4903726116,390.4,,,1446.1,1843.5,1843.5,,,2154.9
4903726130,908.7,2311.4,,2854.4,4537.9,4537.9,5125.9,6008.3,7126.5
4903726159,,5990.4,,6665.0,8435.0,8435.0,,10335.4,12770.9
4903726167,,,,,,,,,12148.6
4903726190,,,,,,,,6355.2,7338.3
4903726206,,,,,,,,,7101.0
4903726225,,2829.7,,3658.3,5070.0,5070.0,5323.7,6498.2,7811.5
4903726227,,2731.0,,3638.2,5942.0,5942.0,6876.4,8391.4,10104.4
4903726248,5302.6,,,5741.9,,,,,
4903726262,5348.3,6664.8,,7356.0,8541.9,8541.9,9077.4,9518.7,10127.0
4903726285,274.1,1160.0,,2045.2,4231.7,4231.7,4999.5,6597.0,7709.5
4903726330,7911.4,9157.2,,9604.5,10659.8,10659.8,11235.6,11582.3,12422.5
4903726349,1203.5,2177.0,,2777.7,4191.7,4191.7,5047.7,5767.3,6742.1
4903726357,8040.8,9201.1,,9635.3,10821.2,10821.2,,,
4903726387,931.5,1907.0,,2672.0,4437.3,4437.3,5307.9,6246.9,7140.4
4903726404,5489.1,6674.8,,7090.5,8235.3,8235.3,8964.4,9288.1,9901.4
4903726425,484.0,,,2097.2,,,,,
4903726441,3396.1,4151.2,,4881.1,6250.6,6250.6,7114.6,7540.2,8289.8
4903726453,1012.1,2580.7,,3218.8,4916.4,4916.4,5414.1,6492.3,7646.6
4903726474,2198.1,3145.5,,3766.9,5024.1,5024.1,5861.5,6488.9,7407.2
4903726496,,,,,4808.9,4808.9,5711.7,,7313.8
4903726509,1753.8,3018.1,,3454.1,5055.8,5055.8,5860.7,6452.9,7359.5
4903726554,5808.4,7120.1,,7821.8,8977.3,8977.3,9588.1,10221.3,10745.4
4903726555,4858.7,6012.4,,6711.4,7837.0,7837.0,8282.7,8943.6,9525.3
4903726593,8075.9,8935.4,,9200.9,10274.1,10274.1,10671.5,11048.6,11756.0
4903726616,5649.2,6920.1,,7431.2,8550.3,8550.3,9017.8,9833.3,10524.9
4903726617,,,,,8665.6,8665.6,9077.0,,
4903726632,,2771.6,,3810.1,,,,,
4903726646,,,,,,,,8018.4,10720.7
4903726678,,4911.3,,5566.6,7788.6,7788.6,,8791.7,11634.6
4903726691,1900.2,3803.9,,4462.0,6007.3,6007.3,6350.4,7238.6,9248.0
4903726702,877.4,2207.6,,2993.3,4786.2,4786.2,5444.0,6598.6,7674.0
4903726707,842.0,2236.8,,2828.9,4642.6,4642.6,5350.0,6540.8,7588.0
4903726737,,,,,5052.3,5052.3,5183.4,6344.4,8153.1
4903726740,1550.7,3185.6,,3999.6,5694.2,5694.2,6266.6,7310.9,9158.3
4903726764,836.4,2261.0,,2885.0,4576.4,4576.4,5236.6,6257.9,7293.6
4903726771,6229.0,7523.8,,7856.0,8786.7,8786.7,9340.6,9910.6,10543.0
4903726778,149.2,,,1026.7,1775.0,1775.7,2061.6,2404.7,2880.6
4903726781,621.9,1836.1,,1901.1,2978.3,2978.3,3255.4,3580.3,4073.7
4903726828,1841.9,3652.3,,4671.7,6107.9,6107.9,6167.9,7097.1,9042.5
4903726832,,,,,1565.5,1565.5,,2012.6,2822.8
4903726860,,,,,2919.4,2919.4,3037.8,3412.0,4118.8
4903726873,,,,,,,,,5226.6
4903726880,,,,3149.3,,,,,
4903726912,536.7,1690.8,,1960.7,3131.3,3131.3,3203.1,3760.6,4495.5
4903726979,1176.2,2095.5,,2898.7,4630.6,4630.6,5463.1,6151.9,7250.0
4903727004,,,,,,,,8420.8,9019.6
4903727005,,1974.3,,2760.7,4783.3,4783.3,5531.3,6615.9,8107.9
4903727032,,2647.5,,3408.3,5374.2,5374.2,5839.2,7261.8,8520.7
4903727074,2108.9,2968.6,,3677.9,5192.9,5192.9,5958.7,6750.6,7504.2
4903727076,2424.5,3249.0,,3913.2,5418.2,5418.2,6213.5,6880.6,7679.5
4903727124,1045.0,2005.7,,2873.0,4769.5,4769.5,5477.5,6508.3,7425.8
4903727164,,2189.9,,2715.2,4373.4,4373.4,4987.3,,6949.3
4903727192,1793.7,2858.4,,3655.8,5420.7,5420.7,6172.9,7012.0,7990.2
4903727195,,2001.3,,2761.5,4495.7,4495.7,5201.9,6019.0,7133.7
4903727239,4280.8,5446.5,,6062.5,7351.2,7351.2,8112.5,8719.8,9431.2
4903727248,,1941.5,,2756.0,4668.7,4668.7,5384.5,,7317.8
4903727286,1630.6,3558.3,,4487.0,5968.1,5968.1,6016.1,7163.4,8861.4
4903727382,,1978.3,,2791.6,4848.5,4848.5,5534.6,6707.3,8001.8
4903727386,,,,,,,,,
4903727550,7374.6,8210.2,,8491.1,,,,,
4903727673,859.9,2264.2,,2750.1,4772.2,4772.2,5556.1,6426.1,7858.4
4903727730,2076.4,2986.8,,3797.0,5108.9,5108.9,6000.4,6675.9,7706.9
4903727747,,,,,2495.3,2495.3,,,4073.7
4903727752,696.2,2297.5,,2819.6,4727.8,4727.8,5262.6,6227.8,7294.3
4903727770,7370.7,8581.1,,9037.5,,,,,
4903727864,971.0,2373.5,,2972.8,4876.6,4876.6,5449.6,6338.6,7500.0
4903727894,1062.2,2191.8,,3143.0,5178.7,5178.7,5881.9,6849.2,
4903727902,7416.9,8641.3,,9152.9,,,,,
4903727904,7945.9,9096.7,,9536.8,,,,,
4903727985,7668.0,8878.5,,9313.6,,,,,
4903727986,7579.7,8793.4,,9302.0,10351.3,10351.3,,,
4903728058,,,,,5130.8,5130.8,5625.3,6449.4,7378.8
4903728111,,2227.7,,,,,,6601.0,
4903728570,3888.1,4927.4,,5606.1,7047.0,7047.0,7695.7,8100.5,9029.5
4903728687,11682.2,13057.4,,13566.6,14888.0,14888.0,15342.4,,16256.5
4903728771,7991.6,9340.6,,9779.0,,,,,
4903728783,7605.1,,,,,,,,
4903729000,7369.7,8686.7,,9130.8,,,,,
4903729008,7865.5,9151.5,,9600.8,,,,,
4903729206,7858.5,9138.0,,9607.7,,,,,
4903760051,,,,,477.0,477.0,,720.5,1541.1
